Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
105,0,0.9662,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bnyk paket fw essence pdhl sedih minggu timbul jdi putus semua liat rangkai bersih bagus coba nya cica cocok beli jadi muka pakai toner jerawat,Penggunaan Produk,0
106,1,0.6689,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kaget make brand langsung awal bakal yaa rutin nya tuh loh buat kalau cocok nyata kali pertama kandung beli kering kulit banget produk,Kualitas Produk,1
107,0,0.7511,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hihi yaudah skincare soal awal malah kata sama sih makin nama but bagus banyak apa lebih cocok merah bruntusan jadi kulit banget bantu produk,Penggunaan Produk,0
108,0,0.5517,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",nah engga bekas takut parah bangett malah sekali makin apa mau bingung cocok nyoba jadi muka pakai pas jerawat,Penggunaan Produk,0
109,0,0.9621,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",putih orangorang gatel transparan hijau dah sayang padahal langsung kecilkecil kata sukaa botol terus bagus coba jadi kering beruntus kulit jerawat,Penggunaan Produk,0
110,1,0.5237,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",parah soal sembuh sekarang mau csm purchase cocok kali merah breakout npure pakai banget bantu toner kurang jerawat,Kualitas Produk,0
111,1,0.7513,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",melembabkannya lembabnya air ngaruh sih repurchase cair kental jg mau cari lebih asa tekstur bruntusan efek kulit banget toner kurang jerawat,Kualitas Produk,1
112,0,0.5923,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",lanjutin sempat kanan kiri daerah garagara pecah harap iya minggu panas ragu obat btw cuci rasa dokter sayang semenjak semua air pergi si malam tetap skincare rangkai lanjut bilang langsung ikut mulai soal muncul satu salah sembuh iritasi malah bakal sekali mungkin kata sama jujur beberapa cair dulu layer pipi cuma rumah terus lama mau tenang lebih asli buat kadang cocok pertama benar lihat jadi muka akhir kering efek hari npure pakai banget toner kompres kurang jerawat produk,Penggunaan Produk,0
113,2,0.5065,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",exfo telah bangett awal fresh hydrating habis lembab terlalu bagus lebih buat kalau merah bikin beruntus kulit pakai wow toner,Pembelian Produk,0
114,0,0.9764,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",waktu rawat acid tranexamic fighter balance ph hydrating lembut sisa bersih leaves real cerah kotor ngebantu ngilangin halus melembabkan lembap segar lebih asa acne buat wajah centella kandung bruntusan jadi bikin sangat kulit pakai banget bantu toner jerawat,Penggunaan Produk,0
115,0,0.9652,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",tangan plastik samar off engga apply air lanjut biasa bersih tetep kapas mudah cair selalu apa mau bingung cocok serap jadi beruntus kulit pakai kemas,Penggunaan Produk,0
116,1,0.6923,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",tentu murah bagusss punya satu mudah wajib kalian tekstur harga buat cocok enak tonernya kandung kulit npure banget toner jerawat,Kualitas Produk,1
117,2,0.4159,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",dikit sensi unik cekit warna kek very redain betul air iseng kaya malam selamat dipake eh muncul biar bangett awal kecil sembuh mana lembab recommended besar gede repurchase bau cair botol dulu banyak nya suka asa seger tekstur asli daun cocok centella merah beli jadi cepet akhir kering kulit pas banget toner jerawat ukur,Pembelian Produk,0
118,0,0.5411,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",minat preloved mantul timbul abis jenis langsung sensitive cerah ingridientsnya harga pertama benar hari kulit pakai produk,Penggunaan Produk,1
119,0,0.8501,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",racun malam sendiri pagi nyobain terus suka pokok ku cocok nyata kali pertama wajah enak nyoba beli jadi akhir pakai toner produk,Penggunaan Produk,1
120,0,0.9626,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",manfaat semua orang jangkau packaging buy to lembab besar milik nya worth harga buat tarik beli kering bikin sangat kulit npure pakai toner,Penggunaan Produk,0
121,0,0.8646,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",belum better dapat bulan mudah hasil gampang aplikasi lebih tekstur harga buat wajah serap sangat kulit npure pakai cukup toner jerawat,Penggunaan Produk,0
122,0,0.9507,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kusam cerah suka guna lebih prone acne buat cocok skin wajah ringan jadi kering sangat kulit npure toner,Penggunaan Produk,0
123,0,0.6997,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ering mateng glowing bangun hempas liat si tidur benerbener langsung awal cerah cobain dulu terus kempes coba temen lebih best nyata wajah jadi muka beruntus pas banget,Penggunaan Produk,1
124,0,0.644,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ingredient lanjutin sorry claim ragu fragrance routine sayang padahal to product satu paling but coba temen mau nya sensitif an csm acne watery tekstur buat cocok kali baru skin its kandung beli akhir kulit pakai banget kurang utama,Penggunaan Produk,0
125,0,0.5605,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",di bnyk jga lagi tidak beda smpe tu ngatasin emg rekomen orang takut sedang malah aman sekarang coba banyak mau bingung nya harga ku cocok jadi deh hari kulit pakai pas banget,Penggunaan Produk,0
126,0,0.6366,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",fighter masalah acne ku wajah ringan tonernya merah jadi sangat banget bantu kurang jerawat produk,Penggunaan Produk,0
127,1,0.5842,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",purging at ini huhu awal first ngurangin emang sensitif it ku cocok nyata merah bruntusan bikin breakout kulit pakai,Kualitas Produk,1
128,0,0.6389,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",turut better butuh skincare simple bilang kerja product mungkin hydrating try terlalu bagus banyak lembap asiatica suka baik tenang lebih asa buat centella kandung efek kulit toner klaim produk,Penggunaan Produk,1
129,1,0.7444,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",ragu sakit murah calm hidung nge sama sensitive aman resap mudah cair wangi prone acne tekstur kalau skin enak deh bikin kulit npure pakai banget,Kualitas Produk,0
130,2,0.5025,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",bha signifikan strong exfo cara turut teknik penasaran soal biasa sama sih terlalu coba nya asiatica csm aroma cocok nyata kali pertama enak centella kandung pakai banget toner kompres reda,Pembelian Produk,0
131,1,0.6454,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",silcot bruntusanku rada kirain calm air ganti selamat besok hydrating mendem sih kapas cair paling kental csman bagus mau suka asa light tekstur pokok nyata kali pertama beli kulit pakai pas banget toner jerawat,Kualitas Produk,1
132,1,0.5546,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",ngeringin mulai waktu biasa tumbuh lembab sih yaa sekarang nama atau banyak cari harga merah bikin efek cukup toner kurang jerawat reda produk,Kualitas Produk,0
133,0,0.4299,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",sizenya nyerap nenangin bakal sama ngebantu repurchase ngeredain bau ganggu terus bagus suka tekstur enak benar merah muka cepet beruntus banget toner,Penggunaan Produk,1
134,1,0.5293,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",banget kemas friendly travel bantu cukup hilang memang toner kompres kurang jerawat reda klaim utama produk ukur,Kualitas Produk,0
135,0,0.5089,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ada tidak mulus parah bulan bau sekarang dehh coba segar best buat kali pertama wajah ringan bruntusan jadi bikin breakout pas toner jerawat,Penggunaan Produk,0
136,1,0.5026,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",plastik which dgn minggu krna nyerap betul air is hahaha sedang biar good habis lembab bau botol jg banyak nya asiatica suka tenang asa tekstur diskon dalam daun cica wajah tonernya benar centella kandung tarik merah beli jadi cepet kering bikin kulit pakai banget kemas bantu toner reda produk,Kualitas Produk,1
137,2,0.6287,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",mateng keset tu sebenernya make padahal gituu kondisi langsung lah sih sekarang kempes bagus nya buat cocok lumayan enak merah jadi deh akhir kering bikin kulit banget bantu toner kompres jerawat,Pembelian Produk,0
138,1,0.6836,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",somehow solusi turut mantul merahmerah punya langsung kok hydrating lembab lengket oke temenku sih resap wangi botol dulu nampol calming csman lama bagus pernah baik lebih buat skin wajah cepat bruntusan jadi efek kulit npure pakai pas banget kemas toner,Kualitas Produk,1
139,1,0.6619,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",fw harap nimbulin ngelembapin sm langsung kecil sedikit tumbuh habis tetep besar ganggu wangi ku cocok nyata enak centella kandung sangat hari kulit npure pakai kurang jerawat,Kualitas Produk,0
140,1,0.4193,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",pikir aneh ingredientsnya calmingnya smpe krna rasa abis parah hampir lanjut walaupun malah bakal biasa habis repurchase yaa makin ganggu botol calming melembabkan terus lama mau asiatica sering buat ku centella ilang cepet bikin efek pakai wow banget toner jerawat,Kualitas Produk,0
141,1,0.6279,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",jauh overall air butuh kaya hydrating lembab ngeredain bau cair gaada suka tekstur minyak merah muka bikin kulit pakai banget toner,Kualitas Produk,0
142,1,0.447,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",makeup pilih butuh brand jatuh cinta kondisi love sedang awal hydrating lembab tahun tipe resap selalu sejak calming cuma tekstur pokok and wajah cepat jadi muka deh bikin hari breakout npure pakai pas banget toner,Kualitas Produk,1
143,0,0.9599,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",hempas timbul parah iritasi malah lembab lengket aman nyaman makin bagus nya buat wajah jadi muka sangat beruntus kulit pakai banget toner jerawat,Penggunaan Produk,0
144,0,0.7086,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",keset tu isi si mulai alam cerah terus bagus banyak guna lebih tekstur daun adem masker buat wajah deh bikin pakai jerawat produk,Penggunaan Produk,0
145,1,0.6081,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kira gabisa sedih tu isi restock doang tiktok sampe ikut nyobain jujur sekarang gampang bagus emang prone acne buat nyata skin benar jadi muka akhir breakout pakai banget jerawat,Kualitas Produk,0
146,0,0.5347,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",ering stop numbuh untung engga ngeringin review malah kata size bagus cari buat ku baru bruntusan beli jadi muka pakai pas banget toner kompres jerawat,Penggunaan Produk,0
147,0,0.4114,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",buruk signifikan residu sebenernya ngangkat oily dipake muncul tetep radang oke aman nyaman masalah gaada calming melembabkan pakenya jg masker buat lumayan wajah ringan jadi bikin efek kulit pakai banget cukup kompres jerawat,Penggunaan Produk,0
148,0,0.6189,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",kyk mirip semua jenis air hampir bahkan satu bakal mungkin biasa se beri lengket aman bau calming alkohol light kadang after benar kandung jadi efek kulit npure pakai banget toner,Penggunaan Produk,0
149,2,0.6406,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",minggu fragrance make langsung sama bau sensitif buat cocok pertama bikin sangat breakout kulit,Pembelian Produk,1
150,1,0.4858,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",nyerep dingin very mahal bukan recomended kecil affordable nyaman wangi terus after jadi cepet bikin efek beruntus banget hilang jerawat produk,Kualitas Produk,1
151,2,0.7383,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",ragu isi plus ngelembapin alhamdulillah make nenangin awal biasa bulan ngebantu tahun pakenya banyak lebih buat cocok wajah merah banget toner,Pembelian Produk,1
152,0,0.6545,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",tangan nah tuang rasain produksi nyari sengat lalu butuh jatuh cinta langsung dapat bangett kecil biasa lokal lembab cerah cobain sekarang moga hasil ganggu wangi kalian area mau asiatica suka lebih asa dalam asli buat ku minyak kali pertama face wajah cepat tonernya asiaticanya centella kandung works deh kulit npure pakai hilang toner kompres kurang jerawat produk,Penggunaan Produk,1
153,0,0.8542,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",centellanya lembabnya kaya daily bakal dapet sama radang sih repurchase ngeredain calming guna cocok kandung merah kulit banget toner jerawat,Penggunaan Produk,1
154,0,0.675,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",purging ubah lupa neng minggu sempet jangan fragrance liat so awal walaupun mungkin bulan bgtt but nya cocok kali muka hari pakai banget,Penggunaan Produk,1
155,2,0.493,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",dagu jidat berat cinta satu sama radang cair pipi terus enak tarik jadi banget toner,Pembelian Produk,1
156,1,0.8491,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",beda ngerasain murah tumpah rasa si nge packaging love awal harum mana bau gampang lama nya tekstur it centella pas banget,Kualitas Produk,0
157,0,0.8178,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",isi kaya dipake to walaupun affordable try repurchase yaa calming melembabkan atau banyak nya an csm worth harga buat kalau nyata kali pertama skin wajah enak tonernya centella merah npure pakai toner jerawat,Penggunaan Produk,1
158,2,0.5118,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok",tiba bangettt murah npuree malem sama tumbuh tetep kempes bagus mau harga beli breakout pakai pas bantu toner kompres jerawat,Pembelian Produk,1
159,0,0.9052,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",langsung habis sih rewel wajib terus bagus coba pernah nya buat kalau merah beruntus kulit banget,Penggunaan Produk,0
160,1,0.5238,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",silcot iseng huhu love awal walaupun affordable lembab sih nampol calming melembabkan atas bagus coba it harga buat kalau nyata enak merah muka bikin beneran pakai pas banget toner,Kualitas Produk,1
161,1,0.6681,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",kasi pecah packagingnya tengah sampe lucu dipake malah sisa habis lengket sih bau hasil botol cuma terus lama buat kalau minyak enak jadi muka akhir kering bikin sangat pakai kompres jerawat,Kualitas Produk,0
162,0,0.5419,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",pori rawat cerah efektif minyak wajah kandung kulit toner kurang jerawat,Penggunaan Produk,0
163,0,0.6028,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",cara oily tempel besar kapas selalu terus atau lebih buat kalau merah muka cepet kering pakai banget jerawat,Penggunaan Produk,0
164,0,0.7319,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka",bekas malam pagi mulai lembab pudar kontrol lama bagus asiatica baik asa minyak centella kandung sangat kulit npure pakai toner jerawat,Penggunaan Produk,0
165,1,0.5159,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau",biasa dapet shooting sama lokal sukaa try must kapas calming lama nya suka prone acne ku pertama and muka efek kulit pakai banget toner utama,Kualitas Produk,1
