Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,topic_label,sentimen
57,0,0.9865,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['packaging', 'nya', 'oke', 'banget', 'sih', 'secure', 'banget', 'padahal', 'punya', 'ukur', 'travel', 'size', 'tutup', 'putar', 'katup', 'nya', 'tekstur', 'luquid', 'air', 'nya', 'jenis', 'produk', 'toner', 'reaksi', 'negatif', 'apa', 'ampuh', 'banget', 'jerawat', 'mau', 'muncul', 'jerawat', 'langsung', 'kompres', 'pakai', 'terus', 'besok', 'jadi', 'jerawat', 'suka', 'banget', 'jg', 'produk', 'natural', 'vegan', 'jadi', 'usah', 'takut', 'terlalu', 'keras', 'wajah', 'wangi', 'nya', 'enak', 'relaxing', 'bahagia', 'banget', 'deh', 'pokok', 'nya', 'pakai', 'produk']",Penggunaan Produk,positive
58,0,0.9683,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'pakai', 'kasih', 'sih', 'betul', 'waktu', 'pernah', 'pakai', 'toner', 'jadi', 'pakai', 'nyoba', 'nyoba', 'nyata', 'bagus', 'banget', 'buat', 'calming', 'posisi', 'waktu', 'breakout', 'cukup', 'parah', 'jadi', 'bagus', 'sih']",Penggunaan Produk,negative
59,0,0.9777,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['kulit', 'super', 'oily', 'gampang', 'jerawat', 'produk', 'sering', 'muncul', 'fyp', 'tiktok', 'penasaran', 'banget', 'kok', 'orang', 'cocok', 'merah', 'ditempelin', 'kapas', 'beli', 'nyoba', 'sekali', 'doang', 'tuh', 'cocok', 'malah', 'tambah', 'merah', 'dong', 'padahal', 'pakai', 'kapas', 'loh', 'yaudah', 'kasih', 'temen']",Penggunaan Produk,positive
60,0,0.9757,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['cocok', 'banget', 'buat', 'kulit', 'jerawat', 'calming', 'banget', 'kulit', 'entah', 'habis', 'berapa', 'botol', 'biasa', 'ku', 'pakai', 'pagi', 'malem', 'pakai', 'produk', 'cocok', 'dipake', 'sm', 'produk', 'botol', 'toner', 'daun', 'cica', 'nya', 'jadi', 'bagus', 'pas', 'liat', 'hehehe']",Penggunaan Produk,positive
61,1,0.6767,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['mauuu', 'terima', 'kasih', 'banyak', 'sama', 'npure', 'ciptain', 'produk', 'ini', 'pakai', 'toner', 'muka', 'jadi', 'asa', 'lebih', 'lembab', 'asa', 'ngangkat', 'semua', 'kotoranminyak', 'kulit', 'texturenya', 'ringan', 'kalau', 'semenjak', 'pakai', 'toner', 'jerawat', 'asa', 'kempes', 'ngurangin', 'komedo', 'hidung']",Kualitas Produk,negative
62,2,0.4948,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['awal', 'pakai', 'kasih', 'temen', 'buat', 'cobain', 'ternyataa', 'cocok', 'banget', 'jadi', 'jarang', 'jerawat', 'bekas', 'jerawat', 'merah', 'jadi', 'cenderung', 'lebih', 'calm', 'cuman', 'sayang', 'ngerasa', 'efek', 'hidrasi', 'kurang', 'jadi', 'tambahin', 'pakai', 'moisturizer', 'buat', 'skincare', 'routine', 'ku']",Pembelian Produk,negative
63,2,0.9729,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['beneran', 'best', 'toner', 'buat', 'jerawat', 'awal', 'beliin', 'buat', 'pacar', 'kulit', 'sensitif', 'jerawat', 'iseng', 'beli', 'nyobain', 'efek', 'calming', 'nyaman', 'kulit', 'aroma', 'nyaman', 'arah', 'seger', 'toner', 'enak', 'banget', 'buat', 'kompres', 'kapas', 'dijadiin', 'masker', 'area', 'jerawat']",Pembelian Produk,positive
64,1,0.7766,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['toner', 'npure', 'banget', 'buat', 'calming', 'dl', 'awal', 'cvd', 'bruntusan', 'meradanv', 'grgr', 'facial', 'pakai', 'cepet', 'banget', 'reda', 'merah', 'pokok', 'abis', 'cumuk', 'pakai', 'enak', 'jadi', 'kelembaban', 'muka', 'kaya', 'balik', 'sengaruh', 'muka', 'sangat', 'rekomen', 'buat', 'temen', 'kulit', 'sedang', 'ngamuk', 'pakai']",Kualitas Produk,positive
65,0,0.8585,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['cocok', 'banget', 'buat', 'hydrating', 'toner', 'calming', 'pas', 'redness', 'nyoba', 'travel', 'size', 'terus', 'terus', 'deh', 'beli', 'terus', 'kemas', 'feelnya', 'kulit', 'lembabnya', 'lebay', 'kan', 'mau', 'make', 'serum', 'moist', 'kalau', 'terlalu', 'lembab', 'toner', 'suka', 'malas', 'step', 'ikut']",Penggunaan Produk,negative
66,0,0.9656,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'lama', 'pakai', 'toner', 'dokter', 'kulit', 'sekarang', 'malah', 'cuma', 'pakai', 'toner', 'kayak', 'cocok', 'sama', 'satu', 'bahan', 'diskincare', 'bahan', 'toner', 'calming', 'terlalu', 'bikin', 'lembab', 'dia']",Penggunaan Produk,negative
67,0,0.9707,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['gaperlu', 'basa', 'basi', 'mau', 'langsung', 'to', 'the', 'point', 'kalau', 'suruh', 'rate', 'bakal', 'blak', 'blak', 'an', 'kasih', 'produk', 'benar', 'benar', 'holygrail', 'akuu', 'kalau', 'kulit', 'rewelbreakoutgacocok', 'sama', 'produk', 'baru', 'langsung', 'buru', 'buru', 'pakai', 'love', 'u', 'npuree']",Penggunaan Produk,positive
68,0,0.9623,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'botol', 'sangat', 'bantu', 'atas', 'merah', 'muka', 'selalu', 'guna', 'malam', 'kadang', 'metode', 'csm', 'merah', 'mulai', 'kurang', 'cerah', 'wajah', 'sayaa', 'kurang']",Penggunaan Produk,negative
69,0,0.6761,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'cocok', 'guna', 'daily', 'kulit', 'cocok', 'banget', 'sama', 'kandung', 'centellanya', 'toner', 'banget', 'ngeredain', 'calming', 'jerawat', 'radang', 'merah', 'toner', 'lembabnya', 'dapet', 'banget', 'kaya', 'bakal', 'repurchase', 'sih']",Penggunaan Produk,positive
70,0,0.5091,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'tuh', 'bantu', 'banget', 'pas', 'muka', 'break', 'out', 'parahhh', 'awal', 'nyoba', 'nyoba', 'doang', 'nyata', 'cocok', 'make', 'sampee', 'sekarang', 'toner', 'npure', 'cocok', 'buat', 'muka', 'merah', 'jerawat', 'aktif', 'gituu', 'sangat', 'rekomendasi', 'ini']",Penggunaan Produk,positive
71,0,0.9729,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['npure', 'natural', 'daily', 'toner', 'cobain', 'ml', 'enak', 'banget', 'tonernya', 'tekstur', 'ringan', 'efek', 'cerah', 'pakai', 'muka', 'rasa', 'lebih', 'bersih', 'aman', 'banget', 'kalau', 'pas', 'acne', 'formula', 'acne', 'carenya', 'kayak', 'bakal', 'pakai', 'terus']",Penggunaan Produk,positive
72,0,0.5764,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['bagus', 'banget', 'npure', 'toner', 'buat', 'acne', 'prone', 'skin', 'minyak', 'cocok', 'bikin', 'greese', 'hehe', 'i', 'love', 'it', 'next', 'bakal', 'repurches', 'keren', 'banget', 'bikin', 'jerawat', 'jugakkk', 'sayang', 'banyak', 'banyak', 'buat', 'npure', 'suka', 'beli', 'npure', 'clear', 'padnyaaa']",Penggunaan Produk,positive
73,2,0.8899,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['suka', 'banggeett', 'pakai', 'langsung', 'ilang', 'jerawat', 'beruntus', 'pokok', 'bagus', 'banget', 'buat', 'jerawat', 'sayang', 'harga', 'cukup', 'mahal', 'buat', 'kantong', 'ajar', 'overall', 'oke', 'banget', 'sih', 'emang', 'bagus', 'cocok', 'banget', 'suka']",Pembelian Produk,negative
74,1,0.9761,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['like', 'holy', 'water', 'selalu', 'takut', 'rugi', 'buat', 'make', 'tonernya', 'npure', 'banyakbanyak', 'cinta', 'sama', 'npure', 'kemas', 'besar', 'jadi', 'buat', 'pakai', 'lebih', 'bulan', 'so', 'worth', 'it', 'muka', 'jadi', 'lebih', 'lembab', 'kusam', 'paling', 'penting', 'gampang', 'jerawat']",Kualitas Produk,negative
75,0,0.9708,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['lama', 'pakai', 'muka', 'jadi', 'lembab', 'kering', 'jadi', 'lebih', 'pluffy', 'kering', 'ajak', 'mamah', 'guna', 'produk', 'mamah', 'cocok', 'jadi', 'sharing', 'dua', 'lama', 'pakai', 'jerawat', 'sembuh', 'radang', 'kulit']",Penggunaan Produk,negative
76,2,0.3409,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['calming', 'adem', 'tekstur', 'cair', 'air', 'beneran', 'daun', 'dalem', 'botol', 'packaging', 'cantik', 'tutup', 'tambah', 'biar', 'tumpah', 'enak', 'banget', 'kalau', 'sedang', 'jerawat', 'hormon', 'tinggal', 'pakai', 'teknik', 'csm', 'kompres', 'hari', 'langsung', 'kempes', 'bahkan', 'kalau', 'baru', 'muncul', 'semalem', 'langsung', 'kempes', 'jerawat']",Pembelian Produk,negative
77,0,0.9815,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pertama', 'kali', 'pakai', 'toner', 'biasa', 'lgsg', 'serum', 'belakang', 'kulit', 'sering', 'merah', 'sensitive', 'jadi', 'cari', 'toner', 'bantu', 'calming', 'terus', 'banyak', 'recommend', 'npure', 'centella', 'alhamdulillah', 'cukup', 'works', 'tengah', 'botol', 'emg', 'cukup', 'bantu', 'calming', 'merah', 'muka', 'biasa', 'kalau', 'sedang', 'jerawat', 'suka', 'kompres', 'pakai', 'tonerkapas', 'jadi', 'cepet', 'kering', 'jerawat']",Penggunaan Produk,negative
78,2,0.9719,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['pertama', 'kali', 'pakai', 'produk', 'dapet', 'rekomendasi', 'temen', 'punya', 'masalah', 'sama', 'pas', 'coba', 'rnak', 'banget', 'ngak', 'berat', 'kulit', 'ampuh', 'banget', 'ngatasi', 'jerawat', 'buat', 'kamu', 'coba', 'wajib', 'cobain', 'pokok', 'kemas', 'nya', 'lucu']",Pembelian Produk,positive
79,1,0.9715,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['pakai', 'toner', 'npure', 'bikin', 'kulit', 'lembab', 'kering', 'packaging', 'sangat', 'tarik', 'buat', 'semua', 'orang', 'beli', 'nya', 'harga', 'sangat', 'jangkau', 'milik', 'manfaat', 'sangat', 'besar', 'sangat', 'worth', 'to', 'buy', 'bikin', 'repeat', 'order']",Kualitas Produk,negative
80,0,0.9171,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['produk', 'bagus', 'banget', 'pakai', 'beberapa', 'bulan', 'akhir', 'emang', 'kurang', 'jerawat', 'bruntusan', 'kulit', 'jadi', 'lebih', 'cerah', 'lebih', 'halus', 'pokok', 'benerbener', 'recommended', 'suka', 'banget', 'sama', 'tekstur', 'cair', 'mudah', 'apply']",Penggunaan Produk,positive
81,2,0.972,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['sumpah', 'sumpah', 'sumpah', 'apa', 'toner', 'bagus', 'banget', 'buat', 'redain', 'merah', 'sama', 'bruntusan', 'semenjak', 'pakai', 'toner', 'cica', 'bikin', 'kulit', 'jadi', 'jarang', 'bruntusan', 'kalau', 'jerawat', 'mah', 'parah', 'pakai', 'toner', 'iniii', 'luvv', 'banget', 'dah', 'pokok']",Pembelian Produk,negative
82,0,0.9856,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['trust', 'me', 'fellas', 'this', 'toner', 'is', 'worth', 'the', 'hype', 'well', 'i', 'was', 'kinda', 'late', 'but', 'my', 'skin', 'is', 'much', 'better', 'after', 'using', 'this', 'magic', 'toner', 'i', 'was', 'using', 'it', 'for', 'to', 'months', 'and', 'i', 'do', 'feel', 'my', 'skin', 'is', 'much', 'calmer', 'the', 'soothing', 'effect', 'do', 'works', 'on', 'my', 'acneprone', 'face', 'i', 'think', 'cica', 'match', 'my', 'skin', 'very', 'well']",Penggunaan Produk,positive
83,1,0.9742,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['npure', 'toner', 'asa', 'dingin', 'guna', 'buat', 'kulit', 'jadi', 'iritasi', 'kulit', 'sangat', 'bantu', 'nya', 'npure', 'toner', 'pas', 'kena', 'matahari', 'asa', 'bakar', 'toner', 'nya', 'mampu', 'bersih', 'sisasisa', 'makeup', 'hapus', 'bersih', 'cuci', 'muka']",Kualitas Produk,negative
84,0,0.9255,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'toner', 'npure', 'lama', 'bulan', 'and', 'it', 'works', 'like', 'magic', 'redness', 'wajah', 'lebih', 'calm', 'tekstur', 'watery', 'mudah', 'serap', 'enak', 'banget', 'skin', 'prep', 'mandi', 'muka', 'jadi', 'lebih', 'seger', 'tiap', 'abis', 'pakai', 'toner', 'good', 'job', 'npure']",Penggunaan Produk,positive
85,0,0.9602,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['alam', 'pertama', 'kali', 'guna', 'face', 'tonernya', 'tuh', 'rasa', 'langsung', 'cocok', 'wajah', 'jadi', 'wajah', 'langsung', 'asa', 'lembut', 'gituu', 'lembab', 'bikin', 'jerawat', 'tambah', 'parah', 'bikin', 'iritasi', 'terus', 'bikin', 'wajah', 'jadi', 'lebih', 'cerah']",Penggunaan Produk,positive
86,2,0.7236,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['kondisi', 'kulit', 'oily', 'bandel', 'pertama', 'kali', 'nyoba', 'centella', 'aciatica', 'toner', 'npure', 'enak', 'lengket', 'afternya', 'terus', 'jg', 'gampang', 'nyerap', 'so', 'far', 'muka', 'cocok', 'bagus', 'jg', 'bikin', 'minyak', 'kulit', 'so', 'rekomend', 'sih', 'selalu', 'repurchase']",Pembelian Produk,negative
87,2,0.9752,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['dapet', 'review', 'kalau', 'bagus', 'banget', 'buat', 'jerawat', 'utama', 'buat', 'beruntus', 'pas', 'pertama', 'nyoba', 'si', 'beneran', 'se', 'ampuh', 'harga', 'middle', 'mahal', 'murah', 'kok', 'beneran', 'recommend', 'buat', 'ngilangin', 'jerawat', 'beneran', 'susah', 'banget', 'ilangnya']",Pembelian Produk,positive
88,2,0.9767,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['my', 'best', 'hydrating', 'toner', 'so', 'far', 'repurchase', 'tiga', 'kali', 'awal', 'coba', 'rekomendasiin', 'sama', 'temen', 'punya', 'skin', 'concern', 'sama', 'kaya', 'jadi', 'malah', 'racun', 'jadi', 'suka', 'banget', 'best', 'for', 'all', 'skin', 'type', 'buat', 'muka', 'sensitive', 'aman', 'sentosa', 'pakai']",Pembelian Produk,positive
89,0,0.9814,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['awal', 'gapercaya', 'sama', 'produk', 'waktu', 'emang', 'viral', 'banget', 'kurang', 'percaya', 'sm', 'viral', 'tahun', 'kemudian', 'putus', 'beli', 'produk', 'kalian', 'tahu', 'langsung', 'jatuh', 'cinta', 'toner', 'bikin', 'lembab', 'muka', 'ku', 'kering', 'cocok', 'banget', 'buat', 'base', 'makeup', 'biar', 'wajah', 'terlalu', 'kering', 'checkout', 'satu', 'buat', 'restock', 'hihi']",Penggunaan Produk,positive
90,2,0.7047,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'satu', 'benar', 'light', 'banget', 'kadang', 'toner', 'bau', 'nyelekit', 'banget', 'mungkin', 'kandung', 'alkohol', 'npure', 'benar', 'se', 'light', 'bahkan', 'hampir', 'mirip', 'kyk', 'air', 'biasa', 'after', 'pakai', 'lepek', 'lengket', 'jadi', 'mungkin', 'bakal', 'aman', 'banget', 'semua', 'jenis', 'kulit', 'beri', 'efek', 'calming']",Pembelian Produk,negative
91,0,0.5772,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pantesann', 'reviewnya', 'bagusbagus', 'nyata', 'emang', 'beneran', 'kalau', 'asli', 'bagus', 'pakai', 'banget', 'calming', 'ngelembapin', 'nyegerin', 'bau', 'enak', 'terus', 'ringan', 'buat', 'kulit', 'oily', 'sumpah', 'bakal', 'repurchase', 'sih', 'kalau', 'nemu', 'toner', 'lebih', 'enak', 'soal', 'mau', 'mutermuter', 'dulu', 'nyobain', 'hehehe', 'terus', 'beli', 'dapet', 'harga', 'k', 'buat', 'ukur', 'ml', 'tuh', 'lumayan', 'banget']",Penggunaan Produk,positive
92,0,0.9835,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pakai', 'toner', 'dari', 'tahun', 'pas', 'pandemi', 'sedang', 'jerawat', 'muka', 'salah', 'ngecombain', 'kandung', 'serum', 'mula', 'truss', 'lama', 'pakai', 'benar', 'mending', 'banget', 'walaupun', 'proses', 'instan', 'lama', 'lama', 'pudar', 'akhir', 'sembuh', 'dari', 'jerawat', 'sampe', 'sekarang', 'pakai', 'bagus', 'cinta', 'sama', 'produk', 'npuree', 'thankyou', 'bgttt', 'bikin', 'sembuh', 'dari', 'jerawat', 'akuu', 'pakai', 'botol']",Penggunaan Produk,negative
93,2,0.7997,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'lokal', 'daun', 'centella', 'asiatica', 'beneran', 'suka', 'versi', 'lokal', 'skin', 'plus', 'katup', 'tambah', 'buat', 'nutup', 'jdi', 'aman', 'tumpah', 'isi', 'teksturenya', 'light', 'enak', 'dipake', 'bkin', 'break', 'out', 'apa', 'repurchase', 'maybe']",Pembelian Produk,positive
94,2,0.9765,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'favorite', 'sih', 'npure', 'best', 'banget', 'toner', 'akubisalangsung', 'ngerasain', 'sengaruh', 'kulit', 'kulit', 'jerawat', 'beruntus', 'gajelas', 'jadi', 'lebih', 'calming', 'seger', 'pakai', 'toner', 'kalau', 'dulu', 'simpen', 'before', 'afternya', 'kek', 'liat', 'banget', 'sih', 'pkonya', 'love', 'tonernya', 'npure', 'best']",Pembelian Produk,positive
95,0,0.9723,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['pertama', 'kali', 'beli', 'jxb', 'bulan', 'agustus', 'liat', 'review', 'orang', 'bilang', 'kalau', 'toner', 'bagus', 'nyata', 'beneran', 'bagus', 'buat', 'kulit', 'ku', 'minyak', 'sering', 'banget', 'iritasi', 'merahmerah', 'cocok', 'banget', 'tekstur', 'cair', 'cukup', 'melembabkan']",Penggunaan Produk,positive
96,2,0.891,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['my', 'saviour', 'and', 'number', 'one', 'toner', 'wangi', 'ganggu', 'cepet', 'banget', 'calming', 'my', 'acnes', 'bikin', 'wajah', 'kering', 'atau', 'tarik', 'harga', 'masuk', 'akal', 'satu', 'botol', 'gede', 'buat', 'pakai', 'bulan', 'jadi', 'sangat', 'hemat', 'btw', 'pakai', 'botol', 'bakal', 'terus', 'repurchase']",Pembelian Produk,positive
97,0,0.7458,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['tinggal', 'sedikit', 'pas', 'banget', 'mau', 'repurcase', 'jxb', 'toner', 'paling', 'friendly', 'banget', 'wajah', 'ku', 'tipe', 'acne', 'prone', 'cepet', 'resap', 'lengket', 'sama', 'sekali', 'calmingggg', 'banget', 'perez', 'alias', 'terima', 'kasih', 'npure', 'salah', 'satu', 'bagi', 'skinprep', 'tempur', 'make', 'up', 'kalau', 'lewatin', 'toner', 'asa', 'kurang']",Penggunaan Produk,positive
98,0,0.974,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['sebenernya', 'make', 'kalau', 'salah', 'terus', 'coba', 'make', 'pas', 'abis', 'dateng', 'jxb', 'agustus', 'lalu', 'make', 'rutin', 'lama', 'hampir', 'bulan', 'nyata', 'baguss', 'cocok', 'muka', 'jiriwitin', 'pokok', 'nya', 'best', 'dehh', 'kalian', 'coba']",Penggunaan Produk,positive
99,2,0.8728,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['awal', 'pinjam', 'toner', 'npure', 'punya', 'kakak', 'beberapa', 'hari', 'coba', 'akhir', 'beli', 'sekarang', 'bulan', 'pakai', 'wangi', 'fresh', 'ganggu', 'warna', 'bening', 'hijau', 'daun', 'centellanya', 'enak', 'banget', 'pakai', 'toner', 'pakai', 'skincare', 'muka', 'asa', 'fresh', 'jadi', 'jarang', 'masalah', 'jerawat', 'metode', 'csm', 'buat', 'jerawat', 'mau', 'tumbuh', 'memang', 'kurang', 'nampol', 'kalau', 'pakai', 'toner', 'tambah', 'pakai', 'obat', 'jerawat']",Pembelian Produk,negative
100,0,0.7898,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'paling', 'debest', 'banget', 'pakai', 'toner', 'kurang', 'lebih', 'bulan', 'benar', 'cocok', 'banget', 'muka', 'buat', 'ngatasin', 'masalah', 'jerawat', 'kulit', 'sedang', 'merah', 'bikin', 'lembab', 'menghydrating', 'kulit', 'benar', 'rekomended', 'banget', 'bakal', 'repuchase', 'terus']",Penggunaan Produk,negative
101,0,0.9802,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['kulit', 'minyak', 'jerawat', 'toner', 'jauh', 'cocok', 'bnget', 'ku', 'bikin', 'breakout', 'bikin', 'kulit', 'minyak', 'banget', 'pakai', 'skincare', 'benar', 'benar', 'melembabkan', 'abis', 'cuci', 'muka', 'alegri', 'fragrance', 'skincare', 'kayak', 'cock', 'aroma', 'sama', 'sekali', 'kadang', 'kalau', 'kulit', 'jerawat', 'gatal', 'kompres', 'pakai', 'toner', 'jadi', 'lebih', 'baik', 'kondisi']",Penggunaan Produk,negative
102,1,0.9732,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['cepet', 'banget', 'buat', 'ngeringin', 'jerawat', 'pakai', 'metode', 'csm', 'benar', 'seger', 'lembab', 'after', 'pakai', 'jerawat', 'kempes', 'pakai', 'lama', 'sedang', 'coba', 'uk', 'kecil', 'pgn', 'banget', 'nyoba', 'besar', 'abis', 'kecil', 'sedikit', 'sesal', 'beli', 'kecil']",Kualitas Produk,negative
103,0,0.8783,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['salah', 'satu', 'toner', 'brand', 'lokal', 'works', 'banget', 'kulit', 'soal', 'benar', 'buat', 'calming', 'wajah', 'sering', 'banget', 'iritasi', 'merahmerah', 'pakai', 'makeup', 'tekstur', 'nya', 'cair', 'jadi', 'asa', 'lebih', 'hydrating', 'cepat', 'resap', 'kulit', 'wajah']",Penggunaan Produk,positive
104,2,0.9719,"banget, toner, buat, pakai, jerawat, sih, kalau, kulit, jadi, cocok","['toner', 'kalau', 'muka', 'ampuh', 'buat', 'redain', 'merah', 'timbul', 'jerawat', 'baru', 'hidrasi', 'banget', 'segar', 'buat', 'step', 'skincare', 'tidur', 'kadang', 'semprot', 'wajah', 'face', 'mist', 'wangi', 'enak', 'sih', 'inti', 'cocok', 'buat', 'jerawat']",Pembelian Produk,positive
105,0,0.9742,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['npure', 'cica', 'face', 'toner', 'enak', 'banget', 'sih', 'waktu', 'dipake', 'bikin', 'kulit', 'lembab', 'minyak', 'hihii', 'krna', 'emang', 'formulasi', 'oily', 'skin', 'acne', 'prone', 'kalau', 'pakai', 'pas', 'jerawat', 'kempes', 'loh', 'jerwatnya', 'must', 'have', 'deh', 'cobain']",Penggunaan Produk,negative
106,0,0.774,"banget, pakai, jerawat, toner, kulit, cocok, produk, nya, wajah, muka","['toner', 'enak', 'banget', 'buat', 'csman', 'tekstur', 'cair', 'banget', 'toner', 'cocok', 'alhamdulillah', 'cocok', 'buat', 'calming', 'merah', 'buat', 'cegah', 'jerawat', 'jugaa', 'muncul', 'gituu', 'tetep', 'balik', 'kondisi', 'wajah', 'masingmasing', 'cocok', 'cocok', 'kalian', 'yaa']",Penggunaan Produk,positive
107,1,0.8447,"jerawat, pakai, toner, jadi, kulit, cocok, nya, banget, buat, kalau","['pakai', 'pas', 'jerawat', 'aktif']",Kualitas Produk,negative
